propertyCode,thumbnail,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,externalReference,description,parkingSpace,newDevelopmentFinished,neighborhood
33414371,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f4/81/84/244834662.jpg,30,7,329900.0,{'price': {'amount': 329900.0}},flat,sale,77.0,2,2,"rua Doutor João de Barros, 25",Lisboa,Benfica,Arneiros,pt,38.7544606,-9.1989739,True,https://www.idealista.pt/imovel/33414371/,False,good,False,True,4284.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Doutor João de Barros, 25'}",False,False,False,False,,False,False,,,,,
33414366,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/69/b6/244834637.jpg,22,5,230000.0,{'price': {'amount': 230000.0}},flat,sale,86.0,2,1,quinta das Lavadeiras,Lisboa,Santa Clara,,pt,38.7831695,-9.1657835,False,https://www.idealista.pt/imovel/33414366/,False,good,False,True,2674.0,{'typology': 'flat'},"{'subtitle': 'Santa Clara, Lisboa', 'title': 'Piso en quinta das Lavadeiras'}",False,False,False,False,,False,False,120401088-337,,,,
33414298,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e2/2e/c3/244834100.jpg,35,14,650000.0,{'price': {'amount': 650000.0}},flat,sale,135.0,2,2,avenida José Malhoa,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7362015,-9.1599189,False,https://www.idealista.pt/imovel/33414298/,False,good,False,True,4815.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso en avenida José Malhoa'}",True,False,False,False,,False,False,120401015-2551,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33414326,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/41/53/07/244834009.jpg,14,7,550000.0,{'price': {'amount': 550000.0}},flat,sale,166.0,5,3,avenida Almirante Reis,Lisboa,Arroios,Anjos,pt,38.7274024,-9.132888,False,https://www.idealista.pt/imovel/33414326/,False,good,False,True,3313.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso en avenida Almirante Reis'}",True,False,False,False,,False,False,125321122-11,,,,
31541592,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/dd/c0/e9/158244789.jpg,15,1,330000.0,"{'price': {'amount': 330000.0, 'priceDropInfo': {'formerPrice': 380000.0, 'priceDropValue': 50000, 'priceDropPercentage': 13}}}",flat,sale,55.0,1,1,rua do Crucifixo,Lisboa,Santa Maria Maior,Baixa,pt,38.7085557,-9.1409893,False,https://www.idealista.pt/imovel/31541592/,True,good,False,True,6000.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua do Crucifixo'}",True,False,False,False,,False,False,,"Apartamento como nuevo, decorado y equipado, en el corazón del Chiado, Lisboa. La ubicación no podría ser mejor, en el barrio más de moda de Lisboa, donde todo sucede y donde se encuentran los principales lugares de interés: los mejores restaurantes, tiendas y teatros, Avenida da Liberdade, Terreiro do Paço y a 5 minutos del río Tajo. Excelente acceso y transporte público: metro Baixa-Chiado y tren a Estoril / Cascais (estación Cais do Sodré). El edificio se sometió a un minucioso proyecto de rehabilitación, conservando sus características arquitectónicas originales, como la fachada y los techos altos, y fue reconstruido de acuerdo con todos los estándares de seguridad y confort actuales. El edificio tiene un ascensor. El apartamento consta de un dormitorio, salón con cocina abierta, baño con ventana y lavadero. Cocina totalmente equipada. La casa tiene buen almenaje, con armario en el dormitorio y zona de almenaje en el lavadero. Los acabados son de calidad superior, utilizando materiales nobles portugueses: mármol de Estremoz en los baños y cocina, suelos de madera maciza de Riga y contraventanas de madera en las ventanas. Este piso es una excelente inversión no solo por su ubicación, sino también por la calidad de construcción. No pierda esta oportunidad de vivir o invertir en el corazón de Lisboa y disfrutar de lo mejor que la ciudad tiene para ofrecer.",,,
33414355,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/95/d0/f8/244833836.jpg,12,,329900.0,{'price': {'amount': 329900.0}},flat,sale,77.0,2,2,Arneiros,Lisboa,Benfica,Arneiros,pt,38.7552834,-9.2004663,False,https://www.idealista.pt/imovel/33414355/,False,good,False,True,4284.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,1240211/24OA,,,,
33414307,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/16/87/25/244832949.jpg,27,3,450000.0,{'price': {'amount': 450000.0}},flat,sale,90.0,3,1,"rua General Garcia Rosado, 33",Lisboa,Arroios,São Jorge de Arroios,pt,38.7289353,-9.1416589,True,https://www.idealista.pt/imovel/33414307/,False,good,False,False,5000.0,{'typology': 'flat'},"{'subtitle': 'Estefânia, Lisboa', 'title': 'Piso en rua General Garcia Rosado, 33'}",False,False,False,False,,False,False,122911488-29,"Ubicación Premium en el Corazón de la Ciudad Te presento este deslumbrante T3 totalmente remodelado, situado en la codiciada zona de Estefanía. Este inmueble se encuentra en un edificio de traza antigua, que preserva el encanto tradicional portugués, proporcionando una combinación perfecta entre historia y modernidad. Características del Inmueble: - 3º piso (sin ascensor) - Proyecto de Remodelación: Desarrollado por un reconocido estudio de arquitectura; - Pavimento: Suelo en tarima flotante de madera, ofreciendo elegancia y confort; - Luminosidad: Excelente exposición solar, garantizando abundante luz natural; - Confort: Sistema de aire acondicionado instalado para un ambiente siempre agradable; - Habitación Principal: Equipada con un espectacular vestidor. Comodidades y Cercanías: - Transporte Público: Fácil acceso al metro y a diversas líneas de autobús; - Educación: Próximo a escuelas públicas y privadas de prestigio; - Salud: Proximidad de hospitales y clínicas; - Accesos: Óptimas conexiones a las principales vías de la ciudad; Este apartamento es ideal para quien valora el confort y la sofisticación en una ubicación privilegiada. No pierdas la oportunidad de vivir en la zona más deseada de la ciudad, en un espacio que armoniza tradición y modernidad. ¡Agenda ya tu visita y ven a conocer tu nuevo hogar!",,,Estefânia
33414223,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ac/f2/83/244830770.jpg,32,7,329900.0,{'price': {'amount': 329900.0}},flat,sale,65.0,2,2,rua Doutor João de Barros,Lisboa,Benfica,Arneiros,pt,38.7528105,-9.1998614,False,https://www.idealista.pt/imovel/33414223/,False,good,False,True,5075.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Doutor João de Barros'}",True,False,False,False,,False,False,RA03,,,,
33341918,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a7/ac/cd/241045470.jpg,18,bj,349900.0,{'price': {'amount': 349900.0}},flat,sale,78.0,2,2,"rua António Nobre, 11",Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7466202,-9.179847,True,https://www.idealista.pt/imovel/33341918/,False,good,False,False,4486.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Nobre, 11'}",True,False,False,False,,False,False,,,,,
33319225,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d1/d2/71/244829128.jpg,17,bj,235000.0,{'price': {'amount': 235000.0}},flat,sale,63.0,2,1,"rua David Lopes, 13",Lisboa,Penha de França,Alto de São João - Alto do Varejão,pt,38.7270572,-9.1202559,True,https://www.idealista.pt/imovel/33319225/,True,good,False,False,3730.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en rua David Lopes, 13'}",False,False,False,False,,False,False,ACE017/2024,"Apartamento de 3 habitaciones con patio a nivel de planta baja, reformado. Distribuido de la siguiente manera: Cocina equipada con vitrocerámica, frigorífico, lavadora, lavavajillas, termoacumulador, horno, campana extractora. Salón de 9 m2 Dormitorio de 10 m2 Dormitorio con armario empotrado de 8,38 m2 Cocina de 11 m2 Baño de 4 m2 Recibidor de 3,5 m2 Patio de 6,5 m2 Anexo exterior de 10,5 m2 Situado en Alto de São João, zona tranquila y con buena oferta de comercios y servicios, y transporte público. AMI 23082.",,,
33414194,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b7/94/9b/244829103.jpg,18,1,350000.0,{'price': {'amount': 350000.0}},flat,sale,75.0,2,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7116767,-9.1630507,False,https://www.idealista.pt/imovel/33414194/,False,good,False,False,4667.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,FC0074b,"Con vistas a la Basílica, a 5 minutos a pie del emblemático Jardín de la Estrella y de la futura estación de Metro con el mismo nombre (Estrela). En una tranquila calle de Lapa, en un edificio de estilo antiguo con sus tradicionales balcones de piedra y rejas de hierro. En las zonas comunes, también están presentes y bien conservados elementos originales, como la elegante barandilla de la escalera, el ojo de buey de las puertas y los buzones. El apartamento con 3,2 m de altura de techo tiene techos trabajados y suelo de tarima corrida, elementos a valorar en una rehabilitación clásica o a modernizar en el caso de una rehabilitación más sencilla/minimalista. La configuración interior, característica de la época, contempla 2 estancias orientadas a la calle, una de ellas con balcón. La cocina y el baño se encuentran en la parte posterior del apartamento, junto a una marquesina desde la que se accede a un balcón. A lo largo del pasillo que atraviesa el apartamento tenemos 2 compartimentos más, ambos con 2 puertas. Ubicación de excelencia para rehabilitar a su gusto.",,,
33414167,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/fb/c3/fb/244828272.jpg,20,,650000.0,{'price': {'amount': 650000.0}},flat,sale,150.0,4,2,Alto de Santo Amaro,Lisboa,Alcântara,Alto de Santo Amaro,pt,38.7037566,-9.1808332,False,https://www.idealista.pt/imovel/33414167/,False,good,False,False,4333.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,A154475,"PARA COMPRAR * T4 | LISBOA | ALTO DE SANTO AMARO + INFO 150 m2 Apartamento T4 Casa sin amueblar Cocina equipada Sala de estar Comedor/Habitación 4 habitaciones 1 vestidor 2 aseos Zona de trastero REF: A154475 HL Este apartamento T4 con 2 aseos está ubicado en el 3er piso de un edificio sin ascensor, ofreciéndole privacidad y tranquilidad. Con áreas generosas y una excelente distribución del espacio, este apartamento dispone de tres habitaciones amplias y dos habitaciones más pequeñas, una como vestidor y otra puede ser el comedor. Tiene una espaciosa sala de estar, ideal para momentos de ocio en familia, y una cocina totalmente equipada.",,,
33414123,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9a/4a/9c/244825966.jpg,33,6,329900.0,{'price': {'amount': 329900.0}},flat,sale,70.0,2,2,rua Doutor João de Barros,Lisboa,Benfica,Arneiros,pt,38.754602,-9.2003468,False,https://www.idealista.pt/imovel/33414123/,True,good,False,True,4713.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Doutor João de Barros'}",True,False,True,False,,False,False,ATL3578,,,,
33414034,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/60/ce/4a/244823319.jpg,16,10,475000.0,{'price': {'amount': 475000.0}},flat,sale,97.0,2,2,rua do Danúbio,Lisboa,Parque das Nações,Expo Norte,pt,38.791175,-9.0968903,False,https://www.idealista.pt/imovel/33414034/,False,good,False,True,4897.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en rua do Danúbio'}",False,False,False,False,,False,False,121701109-1342,"**Apartamento de 2 habitaciones en Rua do Sena en el DESARROLLO PARQUE DO RIO en Parque das Nações con vista frontal al río. ** Excelente exposición solar NORTE / SUR con vista panorámica del Puente Vasco da Gama. Con calefacción central, persianas eléctricas y cocina equipada. Plaza de aparcamiento y trastero.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33413857,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/56/25/f1/244820039.jpg,1,7,329900.0,{'price': {'amount': 329900.0}},flat,sale,70.0,2,2,rua Doutor João de Barros,Lisboa,Benfica,Arneiros,pt,38.7560122,-9.2004227,False,https://www.idealista.pt/imovel/33413857/,False,good,False,True,4713.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Doutor João de Barros'}",False,False,False,False,,False,False,240501,,,,
33413913,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e6/1c/58/244819544.jpg,23,,370000.0,{'price': {'amount': 370000.0}},flat,sale,75.0,2,1,Campo Pequeno,Lisboa,Avenidas Novas,Campo Pequeno,pt,38.7394282,-9.1417176,False,https://www.idealista.pt/imovel/33413913/,False,good,False,,4933.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,121291534-7,"Oportunidad en la parroquia Avenidas Novas: ¡Apartamento de 2 dormitorios con mucho encanto! Excelente ubicación en la calle Filipe da Mata, en el histórico barrio de Santos ao Rego. El apartamento está en la planta baja, cuenta con un acogedor patio y está en muy buen estado, totalmente reformado en 2018. Esta es la oportunidad de adquirir un apartamento que combina encanto, modernidad y una ubicación privilegiada. El apartamento se compone de: 1 recibidor 1 pasillo 1 salón espacioso, con 2 ambientes distintos 1 dormitorio 1 dormitorio con patio 1 baño completo con ventana 1 cocina equipada (cocina y horno a gas, campana extractora, calentador) 1 patio que ofrece privacidad y espacio de ocio al aire libre La ubicación de este encantador apartamento de 2 dormitorios con patio ofrece un ambiente tranquilo y residencial. La zona circundante está llena de comodidades. El comercio local y diversos tipos de servicios, escuelas y universidades, espacios deportivos y de ocio están a su alcance, haciendo su vida diaria más fácil y cómoda. Además, la ubicación de este apartamento ofrece una excelente accesibilidad. Encontrará la estación de metro Jardim Zoológico a poca distancia, a unos 8 minutos a pie, lo que le permitirá desplazarse fácilmente por la ciudad. Estación de metro Sete Rios/Jardim Zoológico - Línea Azul: 8 minutos a pie Estación de autobuses: 8 minutos a pie Escuela secundaria D. Pedro V - Estrada das Laranjeiras: 4 minutos a pie Escuela básica Mestre Arnaldo Louro De Almeida: 10 minutos a pie PaRK International School Plaza de España: 13 minutos a pie Universidad Nova De Lisboa - Campus De Campolide: 20 minutos a pie Universidad Católica Portuguesa: 20 minutos a pie IPO - Instituto Portugués de Oncología De Lisboa Francisco Gentil: 13 minutos a pie Mercado del Barrio Santos: 3 minutos a pie My Auchan: 5 minutos a pie El Corte Inglés: 15 minutos a pie Pabellón deportivo y piscina de las Avenidas Novas: 3 minutos a pie Club de Tenis de las Laranjeiras: 10 minutos a pie Tienda CTT: 3 minutos a pie Hospital Curry Cabral: 15 minutos a pie Hospital de Santa María: 20 minutos a pie Embajada de Brasil: 4 minutos a pie Embajada de los Estados Unidos: 10 minutos a pie Si buscas un apartamento con encanto, para vivir o para invertir, ¡esta propiedad es para ti! ¡Reserve su visita ahora!",,,
33413899,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7f/26/82/244819298.jpg,33,,635000.0,{'price': {'amount': 635000.0}},flat,sale,112.0,4,2,rua Morais Soares s/n,Lisboa,Penha de França,Centro,pt,38.7321167,-9.1284427,True,https://www.idealista.pt/imovel/33413899/,False,good,False,,5670.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en rua Morais Soares s/n'}",False,False,False,False,,False,False,124521191-9,,,,
33413878,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/68/14/a5/244818655.jpg,25,,739750.0,{'price': {'amount': 739750.0}},flat,sale,128.0,4,2,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.7684913,-9.1561017,False,https://www.idealista.pt/imovel/33413878/,False,good,False,,5779.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,122911424-117,,,,
33413872,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/35/b1/1b/244818425.jpg,25,,459000.0,{'price': {'amount': 459000.0}},flat,sale,54.0,1,1,Príncipe Real - São Bento,Lisboa,Misericórdia,Príncipe Real - São Bento,pt,38.7147598,-9.1532001,False,https://www.idealista.pt/imovel/33413872/,False,good,False,,8500.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,122911278-287,,,,
33413865,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/de/58/ea/244818169.jpg,24,,470000.0,{'price': {'amount': 470000.0}},flat,sale,110.0,5,1,Bairro Alto,Lisboa,Misericórdia,Bairro Alto,pt,38.7155876,-9.1455126,False,https://www.idealista.pt/imovel/33413865/,False,good,False,,4273.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,122911583-6,"¿SUEÑA CON UNA CASA CON ENCANTO EN EL CORAZÓN DE LISBOA, PARA DECORAR A SU GUSTO? Este apartamento en el Barrio Alto, con 6 habitaciones, presenta un estilo clásico y acogedor, típico de la arquitectura tradicional lisboeta, de estilo pombalino. EL APARTAMENTO... El apartamento de planta rectangular, se articula por 3 espacios interconectados entre sí, todos con ventana, en la posición más al este de la casa, siguiendo un largo pasillo que da acceso a un baño con ventana, una habitación interior, ideal para una oficina y al fondo, en el lado oeste de la casa, una pequeña despensa, la cocina con acceso a una marquesina, anteriormente balcón abierto y dos espacios contiguos, unidos por una puerta doble, ambos con vano de ventana y uno de ellos con acceso a la marquesina. LOS DETALLES... Destaca el suelo de madera de pino, en tabla corrida, en su estado original y en buen estado de conservación, los techos altos con detalles ornamentales en yeso, las puertas interiores son igualmente clásicas, con molduras y tiradores originales y la tan característica bandera de cristal sobre la puerta, las ventanas altas con contraventanas de madera pintada, permiten que la luz natural entre abundantemente, confiriendo a los espacios mucha luminosidad y una agradable vista a la calle principal. Este apartamento tiene la situación ideal para personalizar a su gusto, manteniendo su esencia histórica, su riqueza arquitectónica impar, su refinamiento, elegancia y encanto. LA CALLE... Esta calle del Barrio Alto exhibe el encanto pintoresco y la autenticidad que hacen de este barrio uno de los más emblemáticos y buscados de Lisboa. Calle muy tranquila y acogedora, estrecha y llana, pavimentada con adoquines portugueses, flanqueada por muros blancos cubiertos de vegetación, ventanas y balcones de hierro forjado con pequeños jarrones de flores y estatuas decorativas que añaden frescura y naturalidad al ambiente, de carácter urbano. En una mezcla de edificios antiguos con fachadas de colores o azulejos, balcones y ventanas con ropa tendida al sol y edificios de construcción moderna, sugieren la esencia vibrante y ecléctica del Barrio Alto, donde lo antiguo y lo nuevo se funden armoniosamente, creando un ambiente acogedor y dinámico. LA OFERTA... Inserto en un barrio con una rica oferta lúdica, cultural, gastronómica, de ocio, comercio y servicios, encontramos: Miradores y jardines, palacios y museos, tranvías, ascensores, iglesias, teatros, espectáculos callejeros, galerías de arte, espacios de diseño, tiendas centenarias, tiendas de grandes marcas internacionales, librerías, papelerías técnicas especializadas, Conservatorio Nacional de Danza. A nivel de restauración, desde tascas tradicionales hasta restaurantes modernos e internacionales, panaderías de fabricación propia, cafés, terrazas, bares, tiendas de comestibles de b.",,,
33413864,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/48/cd/4a/244818160.jpg,24,,270000.0,{'price': {'amount': 270000.0}},flat,sale,46.0,1,1,Pena,Lisboa,Arroios,Pena,pt,38.7228128,-9.1385414,False,https://www.idealista.pt/imovel/33413864/,False,good,False,,5870.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,121021444-38,"Apartamento de 1 dormitorio en Arroios Totalmente renovado y parcialmente amueblado, este apartamento tiene una ubicación privilegiada, cerca de Campos Mártires da Pátria, lo que ofrece fácil acceso a servicios, comercios y transporte público. Situado en el último piso / ático, reformado en 2024 con materiales de calidad, incluyendo la instalación de aire acondicionado y cocina totalmente equipada. En el exterior tiene una pequeña terraza privada. Esta propiedad ofrece una excelente oportunidad de inversión. La información proporcionada no exime de su confirmación y no puede considerarse vinculante.",,,
33413808,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9f/b7/e4/244817389.jpg,6,,290000.0,{'price': {'amount': 290000.0}},chalet,sale,73.0,3,1,Vila Ferro s/n,Lisboa,Campolide,Bairro da Serafina,pt,38.7290418,-9.1753737,True,https://www.idealista.pt/imovel/33413808/,False,good,False,,3973.0,{'typology': 'chalet'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Chalet en Vila Ferro s/n'}",False,False,False,False,,False,False,122432015-3,Vivienda para restaurar en Campolide Vivienda para restaurar con 2 frentes en pleno Barrio de la Libertad insertada en un lote de terreno de 237m² con excelente exposición solar. Se sitúa a unos 5 minutos a pie de la Estación de Tren de Campolide. NOTA: En este momento el inmueble se encuentra cerrado (con ladrillo) no siendo posible hacer visitas al interior. PUNTOS DE INTERÉS: Estación Ferroviaria de Campolide - 229 m Acueducto de las Aguas Libres - 329 m Línea 6 - 263 m Startup de Tecnología Bitsight Portugal - 773 m Cafetería Entrelinhas - 185 m Línea 3 - 237 m Parada autobús Rua de Campolide – José Malhoa - 527 m Centro Médico Consulta Do Sono - 777 m Steakhouse Sal e Brasas - 562 m Restaurante Portugués Tasquinha do Lagarto - 561 m Banco Deutsche Bank - 214 m Iglesia S. Vicente de Paulo - 313 m Manicura / Pedicura Vita Nail - 698 m Consultorio Médico Consulta De Psicología - 771 m Línea 7 - 223 m Parque Mirador Do Moinho Das Três Cruzes Do Calhau - 626 m Vista Panorámica Mirador de Serafina 467 m Monsanto - 619 m Servicio de Transporte carrera 751 Destino Linda-a-velha- 242 m Parada Carris Rua De Campolide 446 m.,,,
33413806,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2e/75/2b/244817186.jpg,16,,518000.0,{'price': {'amount': 518000.0}},flat,sale,126.0,2,2,rua António Alçada Baptista s/n,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7530097,-9.1813219,True,https://www.idealista.pt/imovel/33413806/,False,good,False,,4111.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Alçada Baptista s/n'}",False,False,False,False,,False,False,120181206-168,,,,
33413791,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/28/7d/c1/244816848.jpg,31,1,465000.0,{'price': {'amount': 465000.0}},flat,sale,112.0,3,1,rua Ângela Pinto s/n,Lisboa,Arroios,São Jorge de Arroios,pt,38.7352498,-9.1321586,True,https://www.idealista.pt/imovel/33413791/,True,good,False,True,4152.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Piso en rua Ângela Pinto s/n'}",True,True,False,False,,False,False,125191168-11,,,,Alameda - Praça do Chile - Almirante Reis
33413734,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ff/f6/f1/244815949.jpg,40,,1300000.0,{'price': {'amount': 1300000.0}},flat,sale,133.0,3,3,rua António Alçada Baptista s/n,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7530097,-9.1813219,True,https://www.idealista.pt/imovel/33413734/,False,good,False,,9774.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Alçada Baptista s/n'}",False,False,False,False,,False,False,121491209-891,,,,
33413678,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/53/d0/01/244815015.jpg,24,,450000.0,{'price': {'amount': 450000.0}},flat,sale,118.0,3,2,alameda das Linhas de Torres s/n,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.7713525,-9.160407,True,https://www.idealista.pt/imovel/33413678/,False,good,False,,3814.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso en alameda das Linhas de Torres s/n'}",False,False,False,False,,False,False,125931015-157,,,,
33413665,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2d/6e/b9/244814801.jpg,23,,490000.0,{'price': {'amount': 490000.0}},flat,sale,60.0,2,1,Anjos,Lisboa,Arroios,Anjos,pt,38.7242022,-9.1338765,False,https://www.idealista.pt/imovel/33413665/,False,good,False,,8167.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,123251183-353,,,,
33413663,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cb/7d/3c/244814739.jpg,3,,250000.0,{'price': {'amount': 250000.0}},flat,sale,63.0,1,1,alameda das Linhas de Torres s/n,Lisboa,Lumiar,Centro,pt,38.7667045,-9.1578651,True,https://www.idealista.pt/imovel/33413663/,False,good,False,,3968.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso en alameda das Linhas de Torres s/n'}",False,False,False,False,,False,False,120261932-1,,,,
33413596,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/36/e8/9f/244813403.jpg,44,2,1190000.0,{'price': {'amount': 1190000.0}},flat,sale,234.0,5,3,rua do Cabo s/n,Lisboa,Campo de Ourique,Santa Isabel,pt,38.7185695,-9.1611502,True,https://www.idealista.pt/imovel/33413596/,True,good,False,False,5085.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en rua do Cabo s/n'}",True,False,False,False,,False,False,123761006-204,"Campo de Ourique se encuentra en el corazón de la ciudad de Lisboa. Se trata de un barrio residencial con un fuerte componente de comercio local. Es un barrio tranquilo, carismático y vive a su propio ritmo. El apartamento triplex que presentamos está insertado en un edificio localizado en la parroquia de Santa Isabel más propiamente en la Calle del Cabo. Es un apartamento compuesto por: 1º Piso: una suite con un enorme vestidor, 2 habitaciones y un baño de apoyo. 2º Piso: Una amplia cocina con una óptima exposición solar y mucha luminosidad, un comedor con conexión a la terraza con vista ciudad (Amoreiras) y un lavabo social. 3ª Piso: Una sala de estar con terrazas de ambos lados, con vista río y ciudad. Cubierta: Amplia terraza con vista 360 grados. Totalmente remodelado hace algunos años, con intervención a nivel de canalizaciones, parte eléctrica, baños y cocina, carpinterías con vidrio doble y pavimentos en roble, granito y mármoles. A pesar de la bonita escalera en madera maciza existente en el edificio, fue también ejecutada toda la estructura de la caja de ascensor, en caso haya interés solo será necesario adquirir el aparato. Si su sueño es vivir en el centro de la ciudad en un apartamento con una privacidad única, venga a conocer y déjese encantar. Para más información… ¡CONTÁCTENOS!",,,
